"frame","timestamp","p1/id","p1/pelvis:tx","p1/pelvis:ty","p1/pelvis:tz","p1/spine_navel:tx","p1/spine_navel:ty","p1/spine_navel:tz","p1/spine_chest:tx","p1/spine_chest:ty","p1/spine_chest:tz","p1/neck:tx","p1/neck:ty","p1/neck:tz","p1/clavicle_l:tx","p1/clavicle_l:ty","p1/clavicle_l:tz","p1/shoulder_l:tx","p1/shoulder_l:ty","p1/shoulder_l:tz","p1/elbow_l:tx","p1/elbow_l:ty","p1/elbow_l:tz","p1/wrist_l:tx","p1/wrist_l:ty","p1/wrist_l:tz","p1/hand_l:tx","p1/hand_l:ty","p1/hand_l:tz","p1/handtip_l:tx","p1/handtip_l:ty","p1/handtip_l:tz","p1/thumb_l:tx","p1/thumb_l:ty","p1/thumb_l:tz","p1/clavicle_r:tx","p1/clavicle_r:ty","p1/clavicle_r:tz","p1/shoulder_r:tx","p1/shoulder_r:ty","p1/shoulder_r:tz","p1/elbow_r:tx","p1/elbow_r:ty","p1/elbow_r:tz","p1/wrist_r:tx","p1/wrist_r:ty","p1/wrist_r:tz","p1/hand_r:tx","p1/hand_r:ty","p1/hand_r:tz","p1/handtip_r:tx","p1/handtip_r:ty","p1/handtip_r:tz","p1/thumb_r:tx","p1/thumb_r:ty","p1/thumb_r:tz","p1/hip_l:tx","p1/hip_l:ty","p1/hip_l:tz","p1/knee_l:tx","p1/knee_l:ty","p1/knee_l:tz","p1/ankle_l:tx","p1/ankle_l:ty","p1/ankle_l:tz","p1/foot_l:tx","p1/foot_l:ty","p1/foot_l:tz","p1/hip_r:tx","p1/hip_r:ty","p1/hip_r:tz","p1/knee_r:tx","p1/knee_r:ty","p1/knee_r:tz","p1/ankle_r:tx","p1/ankle_r:ty","p1/ankle_r:tz","p1/foot_r:tx","p1/foot_r:ty","p1/foot_r:tz","p1/head:tx","p1/head:ty","p1/head:tz","p1/nose:tx","p1/nose:ty","p1/nose:tz","p1/eye_l:tx","p1/eye_l:ty","p1/eye_l:tz","p1/ear_l:tx","p1/ear_l:ty","p1/ear_l:tz","p1/eye_r:tx","p1/eye_r:ty","p1/eye_r:tz","p1/ear_r:tx","p1/ear_r:ty","p1/ear_r:tz"
65773,2.59338e+09,9,0.119426,-0.031982,2.05379,0.136905,0.162834,2.04477,0.141675,0.318022,2.02481,0.183444,0.551447,2.04818,0.189879,0.514279,2.00982,0.219986,0.475629,1.86077,0.243989,0.173358,1.86746,0.430295,0.0278239,1.96186,0.480456,-0.00624733,2.04842,0.534921,-0.056697,2.1409,0.467952,-0.0949675,1.97093,0.161166,0.51194,2.07783,0.131555,0.440662,2.1998,0.0991911,0.133411,2.19262,0.183243,-0.110115,2.18359,0.206866,-0.149491,2.07948,0.156656,-0.146377,1.97432,0.174156,-0.037994,2.03728,0.200348,-0.0419313,1.99576,0.165373,-0.473426,1.92062,0.0949573,-0.873477,1.81418,0.204201,-1.03171,1.88701,0.0464554,-0.0230104,2.10613,0.0702799,-0.435251,1.95736,0.0899216,-0.825224,1.79125,0.153102,-0.977506,1.88401,0.212267,0.635147,2.06237,0.377799,0.616985,2.00429,0.347029,0.666918,1.98602,0.212997,0.69881,1.9666,0.368628,0.661088,2.03887,0.272201,0.698409,2.1388
65773,2.59338e+09,9,0.119426,-0.031982,2.05379,0.136905,0.162834,2.04477,0.141675,0.318022,2.02481,0.183444,0.551447,2.04818,0.189879,0.514279,2.00982,0.219986,0.475629,1.86077,0.243989,0.173358,1.86746,0.430295,0.0278239,1.96186,0.480456,-0.00624733,2.04842,0.534921,-0.056697,2.1409,0.467952,-0.0949675,1.97093,0.161166,0.51194,2.07783,0.131555,0.440662,2.1998,0.0991911,0.133411,2.19262,0.183243,-0.110115,2.18359,0.206866,-0.149491,2.07948,0.156656,-0.146377,1.97432,0.174156,-0.037994,2.03728,0.200348,-0.0419313,1.99576,0.165373,-0.473426,1.92062,0.0949573,-0.873477,1.81418,0.204201,-1.03171,1.88701,0.0464554,-0.0230104,2.10613,0.0702799,-0.435251,1.95736,0.0899216,-0.825224,1.79125,0.153102,-0.977506,1.88401,0.212267,0.635147,2.06237,0.377799,0.616985,2.00429,0.347029,0.666918,1.98602,0.212997,0.69881,1.9666,0.368628,0.661088,2.03887,0.272201,0.698409,2.1388
65773,2.59338e+09,9,0.119426,-0.031982,2.05379,0.136905,0.162834,2.04477,0.141675,0.318022,2.02481,0.183444,0.551447,2.04818,0.189879,0.514279,2.00982,0.219986,0.475629,1.86077,0.243989,0.173358,1.86746,0.430295,0.0278239,1.96186,0.480456,-0.00624733,2.04842,0.534921,-0.056697,2.1409,0.467952,-0.0949675,1.97093,0.161166,0.51194,2.07783,0.131555,0.440662,2.1998,0.0991911,0.133411,2.19262,0.183243,-0.110115,2.18359,0.206866,-0.149491,2.07948,0.156656,-0.146377,1.97432,0.174156,-0.037994,2.03728,0.200348,-0.0419313,1.99576,0.165373,-0.473426,1.92062,0.0949573,-0.873477,1.81418,0.204201,-1.03171,1.88701,0.0464554,-0.0230104,2.10613,0.0702799,-0.435251,1.95736,0.0899216,-0.825224,1.79125,0.153102,-0.977506,1.88401,0.212267,0.635147,2.06237,0.377799,0.616985,2.00429,0.347029,0.666918,1.98602,0.212997,0.69881,1.9666,0.368628,0.661088,2.03887,0.272201,0.698409,2.1388
65773,2.59338e+09,9,0.119426,-0.031982,2.05379,0.136905,0.162834,2.04477,0.141675,0.318022,2.02481,0.183444,0.551447,2.04818,0.189879,0.514279,2.00982,0.219986,0.475629,1.86077,0.243989,0.173358,1.86746,0.430295,0.0278239,1.96186,0.480456,-0.00624733,2.04842,0.534921,-0.056697,2.1409,0.467952,-0.0949675,1.97093,0.161166,0.51194,2.07783,0.131555,0.440662,2.1998,0.0991911,0.133411,2.19262,0.183243,-0.110115,2.18359,0.206866,-0.149491,2.07948,0.156656,-0.146377,1.97432,0.174156,-0.037994,2.03728,0.200348,-0.0419313,1.99576,0.165373,-0.473426,1.92062,0.0949573,-0.873477,1.81418,0.204201,-1.03171,1.88701,0.0464554,-0.0230104,2.10613,0.0702799,-0.435251,1.95736,0.0899216,-0.825224,1.79125,0.153102,-0.977506,1.88401,0.212267,0.635147,2.06237,0.377799,0.616985,2.00429,0.347029,0.666918,1.98602,0.212997,0.69881,1.9666,0.368628,0.661088,2.03887,0.272201,0.698409,2.1388
65774,2.59345e+09,9,0.11047,-0.0141446,2.10286,0.142398,0.171834,2.09668,0.163781,0.321004,2.08814,0.207146,0.546259,2.10107,0.205134,0.510395,2.06365,0.196186,0.460328,1.92117,0.204275,0.168114,1.91288,0.383906,0.00621042,1.9549,0.428712,-0.0465452,2.02969,0.465214,-0.12587,2.10352,0.39957,-0.11691,1.9455,0.1927,0.508121,2.13374,0.199338,0.437999,2.25377,0.165159,0.142084,2.26123,0.227881,-0.09702,2.23524,0.219735,-0.136749,2.13328,0.170315,-0.155576,2.03411,0.190618,-0.0478288,2.09305,0.172334,-0.0271856,2.02996,0.135265,-0.44725,1.98921,0.0166459,-0.814779,1.86761,0.106185,-0.974666,1.94327,0.0546855,-0.00238497,2.16859,0.0770156,-0.396385,2.01573,0.0944504,-0.770405,1.85078,0.0870961,-0.820949,2.02589,0.236958,0.627087,2.10821,0.376507,0.623484,2.0111,0.347587,0.675037,2.01492,0.220637,0.711587,2.03828,0.379461,0.65526,2.05559,0.315562,0.664519,2.17829
65774,2.59345e+09,9,0.11047,-0.0141446,2.10286,0.142398,0.171834,2.09668,0.163781,0.321004,2.08814,0.207146,0.546259,2.10107,0.205134,0.510395,2.06365,0.196186,0.460328,1.92117,0.204275,0.168114,1.91288,0.383906,0.00621042,1.9549,0.428712,-0.0465452,2.02969,0.465214,-0.12587,2.10352,0.39957,-0.11691,1.9455,0.1927,0.508121,2.13374,0.199338,0.437999,2.25377,0.165159,0.142084,2.26123,0.227881,-0.09702,2.23524,0.219735,-0.136749,2.13328,0.170315,-0.155576,2.03411,0.190618,-0.0478288,2.09305,0.172334,-0.0271856,2.02996,0.135265,-0.44725,1.98921,0.0166459,-0.814779,1.86761,0.106185,-0.974666,1.94327,0.0546855,-0.00238497,2.16859,0.0770156,-0.396385,2.01573,0.0944504,-0.770405,1.85078,0.0870961,-0.820949,2.02589,0.236958,0.627087,2.10821,0.376507,0.623484,2.0111,0.347587,0.675037,2.01492,0.220637,0.711587,2.03828,0.379461,0.65526,2.05559,0.315562,0.664519,2.17829
65774,2.59345e+09,9,0.11047,-0.0141446,2.10286,0.142398,0.171834,2.09668,0.163781,0.321004,2.08814,0.207146,0.546259,2.10107,0.205134,0.510395,2.06365,0.196186,0.460328,1.92117,0.204275,0.168114,1.91288,0.383906,0.00621042,1.9549,0.428712,-0.0465452,2.02969,0.465214,-0.12587,2.10352,0.39957,-0.11691,1.9455,0.1927,0.508121,2.13374,0.199338,0.437999,2.25377,0.165159,0.142084,2.26123,0.227881,-0.09702,2.23524,0.219735,-0.136749,2.13328,0.170315,-0.155576,2.03411,0.190618,-0.0478288,2.09305,0.172334,-0.0271856,2.02996,0.135265,-0.44725,1.98921,0.0166459,-0.814779,1.86761,0.106185,-0.974666,1.94327,0.0546855,-0.00238497,2.16859,0.0770156,-0.396385,2.01573,0.0944504,-0.770405,1.85078,0.0870961,-0.820949,2.02589,0.236958,0.627087,2.10821,0.376507,0.623484,2.0111,0.347587,0.675037,2.01492,0.220637,0.711587,2.03828,0.379461,0.65526,2.05559,0.315562,0.664519,2.17829
65774,2.59345e+09,9,0.11047,-0.0141446,2.10286,0.142398,0.171834,2.09668,0.163781,0.321004,2.08814,0.207146,0.546259,2.10107,0.205134,0.510395,2.06365,0.196186,0.460328,1.92117,0.204275,0.168114,1.91288,0.383906,0.00621042,1.9549,0.428712,-0.0465452,2.02969,0.465214,-0.12587,2.10352,0.39957,-0.11691,1.9455,0.1927,0.508121,2.13374,0.199338,0.437999,2.25377,0.165159,0.142084,2.26123,0.227881,-0.09702,2.23524,0.219735,-0.136749,2.13328,0.170315,-0.155576,2.03411,0.190618,-0.0478288,2.09305,0.172334,-0.0271856,2.02996,0.135265,-0.44725,1.98921,0.0166459,-0.814779,1.86761,0.106185,-0.974666,1.94327,0.0546855,-0.00238497,2.16859,0.0770156,-0.396385,2.01573,0.0944504,-0.770405,1.85078,0.0870961,-0.820949,2.02589,0.236958,0.627087,2.10821,0.376507,0.623484,2.0111,0.347587,0.675037,2.01492,0.220637,0.711587,2.03828,0.379461,0.65526,2.05559,0.315562,0.664519,2.17829
65775,2.59352e+09,9,0.158986,0.00845406,2.21914,0.165587,0.191319,2.1909,0.182876,0.336067,2.16524,0.211797,0.559186,2.15312,0.191968,0.522867,2.12353,0.124059,0.467011,2.00404,0.15997,0.185624,1.96186,0.271701,-0.0226026,1.91608,0.340984,-0.0828174,1.95558,0.37402,-0.160623,2.02927,0.322678,-0.133806,1.93597,0.220048,0.522075,2.18747,0.312457,0.467041,2.27149,0.285546,0.191,2.17948,0.262503,-0.039401,2.10333,0.300828,-0.0881915,2.01542,0.308813,-0.0957885,1.90575,0.300748,-0.0571919,1.97374,0.134145,-0.00460245,2.12877,0.0859464,-0.410464,2.05415,-0.0332572,-0.78447,1.99444,0.0688443,-0.943236,1.94787,0.181386,0.0202277,2.30063,0.128817,-0.35911,2.14069,0.0518142,-0.717681,1.97793,0.184088,-0.816949,2.0461,0.235139,0.640061,2.14306,0.358989,0.622266,2.03281,0.340281,0.676282,2.04313,0.22678,0.729959,2.08244,0.371606,0.648705,2.07781,0.323943,0.65766,2.20484
65775,2.59352e+09,9,0.158986,0.00845406,2.21914,0.165587,0.191319,2.1909,0.182876,0.336067,2.16524,0.211797,0.559186,2.15312,0.191968,0.522867,2.12353,0.124059,0.467011,2.00404,0.15997,0.185624,1.96186,0.271701,-0.0226026,1.91608,0.340984,-0.0828174,1.95558,0.37402,-0.160623,2.02927,0.322678,-0.133806,1.93597,0.220048,0.522075,2.18747,0.312457,0.467041,2.27149,0.285546,0.191,2.17948,0.262503,-0.039401,2.10333,0.300828,-0.0881915,2.01542,0.308813,-0.0957885,1.90575,0.300748,-0.0571919,1.97374,0.134145,-0.00460245,2.12877,0.0859464,-0.410464,2.05415,-0.0332572,-0.78447,1.99444,0.0688443,-0.943236,1.94787,0.181386,0.0202277,2.30063,0.128817,-0.35911,2.14069,0.0518142,-0.717681,1.97793,0.184088,-0.816949,2.0461,0.235139,0.640061,2.14306,0.358989,0.622266,2.03281,0.340281,0.676282,2.04313,0.22678,0.729959,2.08244,0.371606,0.648705,2.07781,0.323943,0.65766,2.20484
65775,2.59352e+09,9,0.158986,0.00845406,2.21914,0.165587,0.191319,2.1909,0.182876,0.336067,2.16524,0.211797,0.559186,2.15312,0.191968,0.522867,2.12353,0.124059,0.467011,2.00404,0.15997,0.185624,1.96186,0.271701,-0.0226026,1.91608,0.340984,-0.0828174,1.95558,0.37402,-0.160623,2.02927,0.322678,-0.133806,1.93597,0.220048,0.522075,2.18747,0.312457,0.467041,2.27149,0.285546,0.191,2.17948,0.262503,-0.039401,2.10333,0.300828,-0.0881915,2.01542,0.308813,-0.0957885,1.90575,0.300748,-0.0571919,1.97374,0.134145,-0.00460245,2.12877,0.0859464,-0.410464,2.05415,-0.0332572,-0.78447,1.99444,0.0688443,-0.943236,1.94787,0.181386,0.0202277,2.30063,0.128817,-0.35911,2.14069,0.0518142,-0.717681,1.97793,0.184088,-0.816949,2.0461,0.235139,0.640061,2.14306,0.358989,0.622266,2.03281,0.340281,0.676282,2.04313,0.22678,0.729959,2.08244,0.371606,0.648705,2.07781,0.323943,0.65766,2.20484
65775,2.59352e+09,9,0.158986,0.00845406,2.21914,0.165587,0.191319,2.1909,0.182876,0.336067,2.16524,0.211797,0.559186,2.15312,0.191968,0.522867,2.12353,0.124059,0.467011,2.00404,0.15997,0.185624,1.96186,0.271701,-0.0226026,1.91608,0.340984,-0.0828174,1.95558,0.37402,-0.160623,2.02927,0.322678,-0.133806,1.93597,0.220048,0.522075,2.18747,0.312457,0.467041,2.27149,0.285546,0.191,2.17948,0.262503,-0.039401,2.10333,0.300828,-0.0881915,2.01542,0.308813,-0.0957885,1.90575,0.300748,-0.0571919,1.97374,0.134145,-0.00460245,2.12877,0.0859464,-0.410464,2.05415,-0.0332572,-0.78447,1.99444,0.0688443,-0.943236,1.94787,0.181386,0.0202277,2.30063,0.128817,-0.35911,2.14069,0.0518142,-0.717681,1.97793,0.184088,-0.816949,2.0461,0.235139,0.640061,2.14306,0.358989,0.622266,2.03281,0.340281,0.676282,2.04313,0.22678,0.729959,2.08244,0.371606,0.648705,2.07781,0.323943,0.65766,2.20484
65776,2.59358e+09,9,0.153047,0.00700665,2.27751,0.17543,0.192003,2.24557,0.198901,0.338251,2.21548,0.223815,0.566628,2.20295,0.193282,0.530778,2.18103,0.0888084,0.480441,2.08356,0.0852249,0.196544,2.0118,0.153471,-0.0210017,1.91998,0.226265,-0.0919585,1.92889,0.218573,-0.160872,2.02001,0.23973,-0.122507,1.91071,0.244504,0.527267,2.23053,0.349092,0.48893,2.31428,0.319387,0.203956,2.23095,0.380379,0.0191989,2.07572,0.342992,-0.0374623,1.98933,0.319732,-0.100042,1.89871,0.331612,-0.0702372,2.03614,0.0910002,0.00175868,2.20362,0.0440966,-0.414971,2.13941,-0.040974,-0.811368,2.13468,0.0299255,-0.964122,2.02955,0.208997,0.011739,2.34414,0.177331,-0.407664,2.39607,0.0683703,-0.793609,2.47998,0.161688,-0.950628,2.48072,0.242813,0.649767,2.1881,0.351984,0.624274,2.05992,0.331155,0.679339,2.06715,0.219252,0.733056,2.11854,0.36981,0.657115,2.10004,0.340541,0.67933,2.23394
65776,2.59358e+09,9,0.153047,0.00700665,2.27751,0.17543,0.192003,2.24557,0.198901,0.338251,2.21548,0.223815,0.566628,2.20295,0.193282,0.530778,2.18103,0.0888084,0.480441,2.08356,0.0852249,0.196544,2.0118,0.153471,-0.0210017,1.91998,0.226265,-0.0919585,1.92889,0.218573,-0.160872,2.02001,0.23973,-0.122507,1.91071,0.244504,0.527267,2.23053,0.349092,0.48893,2.31428,0.319387,0.203956,2.23095,0.380379,0.0191989,2.07572,0.342992,-0.0374623,1.98933,0.319732,-0.100042,1.89871,0.331612,-0.0702372,2.03614,0.0910002,0.00175868,2.20362,0.0440966,-0.414971,2.13941,-0.040974,-0.811368,2.13468,0.0299255,-0.964122,2.02955,0.208997,0.011739,2.34414,0.177331,-0.407664,2.39607,0.0683703,-0.793609,2.47998,0.161688,-0.950628,2.48072,0.242813,0.649767,2.1881,0.351984,0.624274,2.05992,0.331155,0.679339,2.06715,0.219252,0.733056,2.11854,0.36981,0.657115,2.10004,0.340541,0.67933,2.23394
65776,2.59358e+09,9,0.153047,0.00700665,2.27751,0.17543,0.192003,2.24557,0.198901,0.338251,2.21548,0.223815,0.566628,2.20295,0.193282,0.530778,2.18103,0.0888084,0.480441,2.08356,0.0852249,0.196544,2.0118,0.153471,-0.0210017,1.91998,0.226265,-0.0919585,1.92889,0.218573,-0.160872,2.02001,0.23973,-0.122507,1.91071,0.244504,0.527267,2.23053,0.349092,0.48893,2.31428,0.319387,0.203956,2.23095,0.380379,0.0191989,2.07572,0.342992,-0.0374623,1.98933,0.319732,-0.100042,1.89871,0.331612,-0.0702372,2.03614,0.0910002,0.00175868,2.20362,0.0440966,-0.414971,2.13941,-0.040974,-0.811368,2.13468,0.0299255,-0.964122,2.02955,0.208997,0.011739,2.34414,0.177331,-0.407664,2.39607,0.0683703,-0.793609,2.47998,0.161688,-0.950628,2.48072,0.242813,0.649767,2.1881,0.351984,0.624274,2.05992,0.331155,0.679339,2.06715,0.219252,0.733056,2.11854,0.36981,0.657115,2.10004,0.340541,0.67933,2.23394
65777,2.59362e+09,9,0.161717,0.00749092,2.27919,0.18197,0.196079,2.24998,0.20165,0.345738,2.22253,0.225214,0.578084,2.22161,0.191178,0.542993,2.20185,0.0717417,0.496689,2.11678,0.0576891,0.209263,2.04227,0.109871,-0.00862888,1.93251,0.163125,-0.0974631,1.93122,0.173337,-0.156124,2.03104,0.186639,-0.121506,1.90848,0.250077,0.53654,2.24344,0.35994,0.493697,2.32159,0.325053,0.200169,2.25554,0.362478,-0.00718318,2.11612,0.323985,-0.053255,2.02213,0.315184,-0.105312,1.92081,0.308077,-0.0897675,2.06586,0.0868858,0.00570708,2.21581,0.0303981,-0.420326,2.18835,-0.0402249,-0.825765,2.19167,0.0271803,-0.970297,2.06847,0.229195,0.0090995,2.33635,0.180344,-0.410717,2.41646,0.0635873,-0.795385,2.52305,0.152659,-0.954953,2.49173,0.242199,0.663436,2.20946,0.345461,0.630276,2.07486,0.318856,0.684266,2.0764,0.20402,0.734163,2.13043,0.362666,0.670746,2.10897,0.340585,0.70952,2.24266
65777,2.59362e+09,9,0.161717,0.00749092,2.27919,0.18197,0.196079,2.24998,0.20165,0.345738,2.22253,0.225214,0.578084,2.22161,0.191178,0.542993,2.20185,0.0717417,0.496689,2.11678,0.0576891,0.209263,2.04227,0.109871,-0.00862888,1.93251,0.163125,-0.0974631,1.93122,0.173337,-0.156124,2.03104,0.186639,-0.121506,1.90848,0.250077,0.53654,2.24344,0.35994,0.493697,2.32159,0.325053,0.200169,2.25554,0.362478,-0.00718318,2.11612,0.323985,-0.053255,2.02213,0.315184,-0.105312,1.92081,0.308077,-0.0897675,2.06586,0.0868858,0.00570708,2.21581,0.0303981,-0.420326,2.18835,-0.0402249,-0.825765,2.19167,0.0271803,-0.970297,2.06847,0.229195,0.0090995,2.33635,0.180344,-0.410717,2.41646,0.0635873,-0.795385,2.52305,0.152659,-0.954953,2.49173,0.242199,0.663436,2.20946,0.345461,0.630276,2.07486,0.318856,0.684266,2.0764,0.20402,0.734163,2.13043,0.362666,0.670746,2.10897,0.340585,0.70952,2.24266
65777,2.59362e+09,9,0.161717,0.00749092,2.27919,0.18197,0.196079,2.24998,0.20165,0.345738,2.22253,0.225214,0.578084,2.22161,0.191178,0.542993,2.20185,0.0717417,0.496689,2.11678,0.0576891,0.209263,2.04227,0.109871,-0.00862888,1.93251,0.163125,-0.0974631,1.93122,0.173337,-0.156124,2.03104,0.186639,-0.121506,1.90848,0.250077,0.53654,2.24344,0.35994,0.493697,2.32159,0.325053,0.200169,2.25554,0.362478,-0.00718318,2.11612,0.323985,-0.053255,2.02213,0.315184,-0.105312,1.92081,0.308077,-0.0897675,2.06586,0.0868858,0.00570708,2.21581,0.0303981,-0.420326,2.18835,-0.0402249,-0.825765,2.19167,0.0271803,-0.970297,2.06847,0.229195,0.0090995,2.33635,0.180344,-0.410717,2.41646,0.0635873,-0.795385,2.52305,0.152659,-0.954953,2.49173,0.242199,0.663436,2.20946,0.345461,0.630276,2.07486,0.318856,0.684266,2.0764,0.20402,0.734163,2.13043,0.362666,0.670746,2.10897,0.340585,0.70952,2.24266
65778,2.59368e+09,9,0.173588,-0.000451547,2.31968,0.192382,0.190533,2.29105,0.207304,0.343256,2.26837,0.228141,0.578332,2.26081,0.1913,0.542298,2.24717,0.0580675,0.500138,2.17903,-0.00816726,0.216744,2.10401,0.0135568,0.00328145,1.97138,0.0491174,-0.0921357,1.99584,0.0649635,-0.15286,2.0952,0.0854892,-0.120596,1.98128,0.257007,0.536843,2.27895,0.379599,0.491951,2.33737,0.342062,0.188362,2.32315,0.36822,-0.0234956,2.18285,0.34498,-0.0740227,2.08476,0.322931,-0.130924,1.98668,0.330948,-0.116905,2.12564,0.0854321,0.0014208,2.2743,0.0277453,-0.429998,2.26333,-0.0406856,-0.838085,2.30721,-0.00381059,-0.961633,2.14945,0.253082,-0.00213992,2.3606,0.19111,-0.422809,2.45203,0.0772244,-0.808235,2.57565,0.169166,-0.958186,2.51084,0.242143,0.664604,2.24488,0.320819,0.632646,2.09213,0.289285,0.684507,2.09679,0.181541,0.727244,2.17145,0.340325,0.677019,2.12071,0.340941,0.722145,2.25587
65778,2.59368e+09,9,0.173588,-0.000451547,2.31968,0.192382,0.190533,2.29105,0.207304,0.343256,2.26837,0.228141,0.578332,2.26081,0.1913,0.542298,2.24717,0.0580675,0.500138,2.17903,-0.00816726,0.216744,2.10401,0.0135568,0.00328145,1.97138,0.0491174,-0.0921357,1.99584,0.0649635,-0.15286,2.0952,0.0854892,-0.120596,1.98128,0.257007,0.536843,2.27895,0.379599,0.491951,2.33737,0.342062,0.188362,2.32315,0.36822,-0.0234956,2.18285,0.34498,-0.0740227,2.08476,0.322931,-0.130924,1.98668,0.330948,-0.116905,2.12564,0.0854321,0.0014208,2.2743,0.0277453,-0.429998,2.26333,-0.0406856,-0.838085,2.30721,-0.00381059,-0.961633,2.14945,0.253082,-0.00213992,2.3606,0.19111,-0.422809,2.45203,0.0772244,-0.808235,2.57565,0.169166,-0.958186,2.51084,0.242143,0.664604,2.24488,0.320819,0.632646,2.09213,0.289285,0.684507,2.09679,0.181541,0.727244,2.17145,0.340325,0.677019,2.12071,0.340941,0.722145,2.25587
65779,2.59372e+09,9,0.176365,-0.00321162,2.34791,0.195872,0.184091,2.30674,0.206872,0.336465,2.28651,0.226999,0.569952,2.27624,0.189543,0.534091,2.26549,0.0489627,0.500177,2.21123,-0.0238706,0.219884,2.13855,-0.00699835,0.00246258,2.01508,-0.00477093,-0.0962333,1.98223,-0.00695627,-0.149127,2.08629,0.0345685,-0.10485,2.11397,0.256864,0.528826,2.29245,0.389355,0.497808,2.33338,0.395856,0.235301,2.48701,0.406889,-0.0181526,2.48062,0.412429,-0.109499,2.41601,0.381088,-0.169425,2.3233,0.375984,-0.113492,2.42093,0.0839012,-0.0010421,2.31397,0.0221245,-0.428894,2.29885,-0.04591,-0.8334,2.35018,-0.00762857,-0.962682,2.19921,0.259744,-0.00516797,2.37852,0.195283,-0.42417,2.46207,0.0977858,-0.806594,2.599,0.171983,-0.957153,2.51832,0.239772,0.655562,2.25899,0.292336,0.637094,2.09455,0.266444,0.689669,2.10948,0.175144,0.729988,2.20329,0.319235,0.676053,2.12427,0.342931,0.704302,2.26095
65779,2.59372e+09,9,0.176365,-0.00321162,2.34791,0.195872,0.184091,2.30674,0.206872,0.336465,2.28651,0.226999,0.569952,2.27624,0.189543,0.534091,2.26549,0.0489627,0.500177,2.21123,-0.0238706,0.219884,2.13855,-0.00699835,0.00246258,2.01508,-0.00477093,-0.0962333,1.98223,-0.00695627,-0.149127,2.08629,0.0345685,-0.10485,2.11397,0.256864,0.528826,2.29245,0.389355,0.497808,2.33338,0.395856,0.235301,2.48701,0.406889,-0.0181526,2.48062,0.412429,-0.109499,2.41601,0.381088,-0.169425,2.3233,0.375984,-0.113492,2.42093,0.0839012,-0.0010421,2.31397,0.0221245,-0.428894,2.29885,-0.04591,-0.8334,2.35018,-0.00762857,-0.962682,2.19921,0.259744,-0.00516797,2.37852,0.195283,-0.42417,2.46207,0.0977858,-0.806594,2.599,0.171983,-0.957153,2.51832,0.239772,0.655562,2.25899,0.292336,0.637094,2.09455,0.266444,0.689669,2.10948,0.175144,0.729988,2.20329,0.319235,0.676053,2.12427,0.342931,0.704302,2.26095
65779,2.59372e+09,9,0.176365,-0.00321162,2.34791,0.195872,0.184091,2.30674,0.206872,0.336465,2.28651,0.226999,0.569952,2.27624,0.189543,0.534091,2.26549,0.0489627,0.500177,2.21123,-0.0238706,0.219884,2.13855,-0.00699835,0.00246258,2.01508,-0.00477093,-0.0962333,1.98223,-0.00695627,-0.149127,2.08629,0.0345685,-0.10485,2.11397,0.256864,0.528826,2.29245,0.389355,0.497808,2.33338,0.395856,0.235301,2.48701,0.406889,-0.0181526,2.48062,0.412429,-0.109499,2.41601,0.381088,-0.169425,2.3233,0.375984,-0.113492,2.42093,0.0839012,-0.0010421,2.31397,0.0221245,-0.428894,2.29885,-0.04591,-0.8334,2.35018,-0.00762857,-0.962682,2.19921,0.259744,-0.00516797,2.37852,0.195283,-0.42417,2.46207,0.0977858,-0.806594,2.599,0.171983,-0.957153,2.51832,0.239772,0.655562,2.25899,0.292336,0.637094,2.09455,0.266444,0.689669,2.10948,0.175144,0.729988,2.20329,0.319235,0.676053,2.12427,0.342931,0.704302,2.26095
65779,2.59372e+09,9,0.176365,-0.00321162,2.34791,0.195872,0.184091,2.30674,0.206872,0.336465,2.28651,0.226999,0.569952,2.27624,0.189543,0.534091,2.26549,0.0489627,0.500177,2.21123,-0.0238706,0.219884,2.13855,-0.00699835,0.00246258,2.01508,-0.00477093,-0.0962333,1.98223,-0.00695627,-0.149127,2.08629,0.0345685,-0.10485,2.11397,0.256864,0.528826,2.29245,0.389355,0.497808,2.33338,0.395856,0.235301,2.48701,0.406889,-0.0181526,2.48062,0.412429,-0.109499,2.41601,0.381088,-0.169425,2.3233,0.375984,-0.113492,2.42093,0.0839012,-0.0010421,2.31397,0.0221245,-0.428894,2.29885,-0.04591,-0.8334,2.35018,-0.00762857,-0.962682,2.19921,0.259744,-0.00516797,2.37852,0.195283,-0.42417,2.46207,0.0977858,-0.806594,2.599,0.171983,-0.957153,2.51832,0.239772,0.655562,2.25899,0.292336,0.637094,2.09455,0.266444,0.689669,2.10948,0.175144,0.729988,2.20329,0.319235,0.676053,2.12427,0.342931,0.704302,2.26095
